geno_pos	seqname	gene_pos	Kronja_mature_oocyte	Kronja_activated_egg	Samuels_GSC_AHS0	Samuels_GSC_AHS0.5	Samuels_GSC_AHS5	Samuels_GSC_AHS9	Samuels_GSC_AHS18	Samuels_GSC_AHS28	Samuels_GSC_AHS38	Douka_S2_UTD2	dmel_em_0_2h	dmel_em_2_6h	dmel_em_6_12h	dmel_em_12_24h	dmel_larva	dmel_pupa	dmel_female_body	dmel_male_body	dmel_female_head	dmel_male_head	Luo_S2_cell_ago2KD	Luo_S2_cell_ago2KD_serum_starvation	Luo_S2_cell_DMSO	Luo_S2_cell_dsNC	Luo_S2_cell_normal_starvation	Luo_S2_cell_rapamycin	Luo_S2_cell_serum_starvation	Luo_S2_cell_ssNC	Luo_S2_cell_T3	Luo_S2_cell_T6	Luo_S2_cell_T10	Dunn_em02	sum
2R_15311568	2R	15311568	31	101	3	1	3	2	0	0	1	0	667	155	114	12	37	94	142	53	13	4	224	227	40	27	16	89	22	11	150	64	23	535	2861
2R_15311752	2R	15311752	25	354	5	26	41	27	9	6	10	0	392	303	65	76	62	54	120	99	52	53	13	27	34	18	17	8	5	17	38	40	20	415	2431
2R_15322062	2R	15322062	90	13	5	1	0	0	2	7	1	1	1	0	0	2	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	129
2R_15322157	2R	15322157	0	0	0	0	1	1	0	0	0	0	7	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	2	1	1	0	13	31
2R_15322549	2R	15322549	1	6	0	0	2	1	1	1	0	0	3	13	0	5	6	5	3	7	2	1	33	10	20	7	4	6	2	5	70	20	20	1	255
2R_15322627	2R	15322627	0	3	5	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	19
2R_15322636	2R	15322636	1	1	11	1	3	2	1	4	6	0	0	0	0	0	1	1	2	1	0	1	1	6	11	2	1	1	1	2	6	2	2	4	75
2R_15322665	2R	15322665	5	11	3	2	6	2	3	6	9	20	2	0	0	0	0	0	1	1	0	2	1	4	0	3	0	0	0	1	1	7	2	0	92
2R_15323027	2R	15323027	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	8	11	3	0	1	5	0	3	6	2	4	0	47
2R_15323134	2R	15323134	0	0	0	0	0	0	0	0	0	0	3	1	3	5	0	1	4	3	2	0	34	22	3	0	5	8	2	4	20	6	2	0	128
2R_15323464	2R	15323464	3	2	0	2	0	0	1	1	0	0	6	1	0	3	1	2	0	4	0	1	0	0	0	0	3	0	0	0	0	0	0	1	31
2R_15323468	2R	15323468	0	5	0	0	0	0	0	0	0	0	6	3	4	11	2	2	4	5	4	3	10	8	12	1	0	8	0	0	4	6	4	7	109
2R_15331465	2R	15331465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15331480	2R	15331480	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15340488	2R	15340488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15340499	2R	15340499	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2R_15340563	2R	15340563	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
2R_15340579	2R	15340579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
2R_15340601	2R	15340601	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	8
2R_15350272	2R	15350272	0	0	0	0	0	0	0	0	0	0	1	11	9	4	0	8	1	0	0	0	76	89	24	30	26	28	12	6	36	19	7	0	387
2R_15350378	2R	15350378	0	0	1	0	0	0	0	0	0	5	1	0	0	4	0	0	0	0	0	0	3	2	2	0	0	0	0	0	2	0	0	0	20
2R_15350413	2R	15350413	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	8
2R_15350430	2R	15350430	0	0	0	0	0	0	0	0	0	0	1	0	4	3	0	2	0	0	1	0	9	5	1	0	1	0	1	1	4	2	0	0	35
2R_15350483	2R	15350483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2
2R_15350509	2R	15350509	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	6
2R_15356859	2R	15356859	0	0	0	0	0	0	0	0	0	0	1	2	11	2	0	2	0	0	1	0	8	4	1	4	1	0	0	3	4	1	3	0	48
2R_15356865	2R	15356865	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	2	0	0	2	2	3	0	0	0	0	0	0	0	1	0	0	0	16
2R_15380707	2R	15380707	3	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	12
2R_15380811	2R	15380811	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	10
2R_15380844	2R	15380844	93	6	1	1	0	0	3	0	2	0	1	0	1	1	0	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	116
2R_15380902	2R	15380902	13	6	1	3	9	10	6	1	1	0	3	0	0	0	1	1	2	0	0	1	3	1	0	2	0	0	0	0	0	0	1	5	70
2R_15381419	2R	15381419	12	1	1	0	0	0	0	0	0	0	2	1	3	7	2	2	11	8	1	1	6	13	8	12	3	11	1	10	14	10	6	2	148
2R_15381588	2R	15381588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15381646	2R	15381646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15383085	2R	15383085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15401114	2R	15401114	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2R_15401383	2R	15401383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15401415	2R	15401415	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
2R_15401527	2R	15401527	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2R_15401550	2R	15401550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15401556	2R	15401556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15401590	2R	15401590	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15401668	2R	15401668	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	1	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	18
2R_15401871	2R	15401871	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2R_15402134	2R	15402134	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15402152	2R	15402152	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	14
2R_15402252	2R	15402252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15402323	2R	15402323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3
2R_15409623	2R	15409623	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15409631	2R	15409631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15409722	2R	15409722	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	11
2R_15409739	2R	15409739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15409755	2R	15409755	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15409785	2R	15409785	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	5
2R_15409878	2R	15409878	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	7	19	1	43	0	0	0	2	0	0	0	0	0	0	84
2R_15409889	2R	15409889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15409915	2R	15409915	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5
2R_15410059	2R	15410059	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15410131	2R	15410131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15410207	2R	15410207	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15410239	2R	15410239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	12	1	2	0	0	0	0	0	0	0	0	0	0	0	0	28
2R_15410263	2R	15410263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
2R_15410382	2R	15410382	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	2	4	0	1	0	0	0	0	0	0	0	0	0	0	15
2R_15410395	2R	15410395	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	21
2R_15410488	2R	15410488	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	11	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	18
2R_15415148	2R	15415148	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	12	1	0	0	4	0	0	0	0	0	0	0	0	0	0	19
2R_15415162	2R	15415162	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	8	7	2	0	0	0	0	0	0	0	0	0	0	0	0	19
2R_15415494	2R	15415494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2R_15415501	2R	15415501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
2R_15415517	2R	15415517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15415539	2R	15415539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
2R_15415553	2R	15415553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15415560	2R	15415560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20
2R_15416030	2R	15416030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15416037	2R	15416037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15416046	2R	15416046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2R_15416049	2R	15416049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15416060	2R	15416060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15425152	2R	15425152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15425188	2R	15425188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15425458	2R	15425458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2R_15425568	2R	15425568	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2R_15425682	2R	15425682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15425697	2R	15425697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15425721	2R	15425721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
2R_15425831	2R	15425831	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2R_15425952	2R	15425952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4
2R_15425992	2R	15425992	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2R_15426029	2R	15426029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15426072	2R	15426072	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15426158	2R	15426158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15426310	2R	15426310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4
2R_15511724	2R	15511724	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
2R_15511963	2R	15511963	0	4	4	4	7	9	6	29	14	5	47	18	30	54	12	10	20	17	4	6	31	46	18	18	9	6	1	21	58	34	14	17	573
2R_15513605	2R	15513605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15532186	2R	15532186	9	0	0	2	0	0	0	0	0	0	20	27	5	47	12	8	10	43	27	12	57	52	31	22	4	22	4	12	79	45	32	9	591
2R_15532237	2R	15532237	16	1	4	2	8	0	5	2	6	0	2	1	1	4	0	8	1	9	1	10	2	9	24	14	5	7	2	13	10	4	19	4	194
2R_15538175	2R	15538175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
2R_15557693	2R	15557693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15558290	2R	15558290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15559254	2R	15559254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15559277	2R	15559277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15559403	2R	15559403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15559496	2R	15559496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15560707	2R	15560707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15560723	2R	15560723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15560737	2R	15560737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15560745	2R	15560745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15560758	2R	15560758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15560813	2R	15560813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15564947	2R	15564947	4	1	7	8	14	11	11	7	2	0	5	2	3	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	10	90
2R_15565041	2R	15565041	17	9	1	3	1	1	0	0	1	0	8	0	5	3	13	5	4	6	4	4	15	13	5	9	3	8	0	2	25	21	8	2	196
2R_15569024	2R	15569024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15569205	2R	15569205	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	4	0	2	0	11
2R_15571509	2R	15571509	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	7	0	0	3	1	1	0	10	0	2	0	6	3	1	0	41
2R_15573738	2R	15573738	1	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	1	0	2	1	0	2	0	0	1	0	0	2	1	1	1	1	24
2R_15573917	2R	15573917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15573935	2R	15573935	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15613980	2R	15613980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15614157	2R	15614157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15614307	2R	15614307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15614460	2R	15614460	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15614481	2R	15614481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15614521	2R	15614521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15614530	2R	15614530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15614544	2R	15614544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2R_15614562	2R	15614562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15614820	2R	15614820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15614882	2R	15614882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15614894	2R	15614894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15614959	2R	15614959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15615113	2R	15615113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15615131	2R	15615131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15615182	2R	15615182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15615218	2R	15615218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15664958	2R	15664958	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
2R_15665009	2R	15665009	6	0	9	10	11	22	4	20	17	0	0	0	0	1	0	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	107
2R_15672257	2R	15672257	7	0	2	0	5	2	0	2	3	0	0	0	2	1	0	1	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33
2R_15675606	2R	15675606	4	5	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
2R_15675683	2R	15675683	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
2R_15675700	2R	15675700	1	3	0	0	0	2	0	0	0	0	0	1	1	10	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	26
2R_15675924	2R	15675924	4	0	0	0	1	1	1	0	0	0	2	3	4	5	0	0	5	9	1	1	0	0	0	0	0	0	0	0	0	0	0	4	41
2R_15676518	2R	15676518	1	0	1	0	0	1	1	0	0	0	0	0	0	2	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
2R_15676521	2R	15676521	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6
2R_15676538	2R	15676538	0	0	2	1	0	1	3	2	0	0	0	0	1	8	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
2R_15680081	2R	15680081	1	0	3	16	6	0	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
2R_15694095	2R	15694095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	7
2R_15694099	2R	15694099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	2	1	0	8
2R_15699506	2R	15699506	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2R_15699568	2R	15699568	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2R_15699581	2R	15699581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15699694	2R	15699694	0	0	0	0	0	0	0	0	0	0	2	5	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18
2R_15699743	2R	15699743	0	0	0	0	0	0	0	0	0	0	3	43	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	85
2R_15699863	2R	15699863	0	0	0	0	0	0	0	0	0	0	7	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
2R_15699937	2R	15699937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15699973	2R	15699973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2R_15700186	2R	15700186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700190	2R	15700190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700251	2R	15700251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700352	2R	15700352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700361	2R	15700361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700412	2R	15700412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700537	2R	15700537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700598	2R	15700598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700698	2R	15700698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700713	2R	15700713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15700746	2R	15700746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2R_15701047	2R	15701047	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2R_15701063	2R	15701063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
